EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522405761643112576,263.9108869195,-1.5306479963,130.554391997,-44.69868278313,0.6459,0.1511,-3.72,0.148,3.246,0.188,18.76685,0.003542,3.62396,,,0.115808
Gaia EDR3 5522405834661823744,263.9047269533,-1.5296445284,130.55017509174,-44.6932110772,0.4693,0.0417,-3.727,0.042,3.688,0.044,16.602495,0.002817,1.312439,,,0.012681
Gaia EDR3 5522405903381424000,263.9041653828,-1.4955746381,130.58745747391,-44.67180120886,0.5658,0.0645,-4.319,0.064,3.738,0.068,17.403862,0.002866,1.546911,,,0.0169
Gaia EDR3 5522405933437557632,263.9029249042,-1.5147337188,130.5651487248,-44.68261620784,0.3299,0.0735,-3.873,0.076,2.468,0.075,17.547522,0.002929,1.40374,,,0.019531
Gaia EDR3 5522406002156932608,263.9078454778,-1.6013425709,130.47330120529,-44.73975448569,0.6845,0.132,-4.158,0.138,3.33,0.173,18.62077,0.003246,1.855045,,,0.047927
Gaia EDR3 5522406006460495104,263.9046211788,-1.5894558147,130.48371335877,-44.72990690674,0.5736,0.04,-3.512,0.041,3.918,0.043,16.62207,0.002835,1.341924,,,0.010371
Gaia EDR3 5522406143895512576,263.9047617849,-1.571334631,130.5039522372,-44.71887873146,0.3306,0.0603,-3.464,0.062,2.606,0.064,17.332066,0.002862,1.743654,,,0.015309
Gaia EDR3 5522406345753920512,263.8612678492,-1.5909757588,130.44455691139,-44.69664900726,0.5972,0.1239,-4.147,0.121,3.551,0.161,18.502176,0.003175,1.747112,,,0.048781
Gaia EDR3 5522406384417590912,263.8514734328,-1.5748727712,130.4539702145,-44.67903152429,0.2386,0.0617,-3.981,0.063,2.646,0.069,17.060839,0.002974,1.435499,,,0.026158
Gaia EDR3 5522406414473883776,263.8763501449,-1.5661566649,130.48513452692,-44.69329439852,0.2432,0.1308,-3.465,0.14,3.533,0.19,18.40449,0.003298,1.898758,,,0.04186
Gaia EDR3 5522406418777345664,263.869428441,-1.5586219607,130.48751264167,-44.68320541194,0.301,0.0507,-4.632,0.053,3.159,0.055,16.927368,0.002828,1.700611,,,0.014859
Gaia EDR3 5522406487496808704,263.8475928136,-1.5578314494,130.46952556267,-44.66550059171,0.4224,0.051,-5.15,0.056,3.396,0.056,17.076315,0.002839,1.391935,,,0.012287
Gaia EDR3 5522406487496811520,263.8521548038,-1.5581779265,130.47308147464,-44.66931120365,0.2902,0.0693,-3.913,0.075,3.635,0.074,17.620926,0.002922,2.014597,,,0.018849
Gaia EDR3 5522406556216311552,263.8834138276,-1.5405675467,130.51962809371,-44.68313150503,0.2786,0.1471,-4.338,0.157,3.243,0.178,18.383652,0.003441,1.778702,,,0.043345
Gaia EDR3 5522406556216315136,263.8855260475,-1.5360925585,130.52641729837,-44.68204440781,0.4491,0.0451,-4.414,0.048,2.989,0.049,16.801174,0.002824,1.355301,,,0.010093
Gaia EDR3 5522406620631954816,263.8783775734,-1.528241945,130.52894195181,-44.67158145447,0.5036,0.0264,-4.007,0.029,2.933,0.03,15.765776,0.002784,1.282423,,,0.008414
Gaia EDR3 5522406654992097792,263.8749257375,-1.5267058689,130.5276608549,-44.66791591634,0.4955,0.0895,-4.408,0.097,3.306,0.101,17.966846,0.002968,1.549812,,,0.031319
Gaia EDR3 5522406659295718400,263.8753485075,-1.5136146128,130.542538619,-44.66019659899,0.3245,0.0199,-3.732,0.022,2.484,0.022,14.998309,0.002768,1.525627,,,0.006976
Gaia EDR3 5522406968533316096,263.8579398055,-1.5034241697,130.53878358852,-44.64020755718,0.2832,0.0491,-4.868,0.054,3.584,0.051,16.92128,0.002829,1.619028,,,0.014415
Gaia EDR3 5522407037252792064,263.8316555673,-1.499083669,130.52088407864,-44.61682052101,0.4938,0.0284,-4.371,0.032,3.006,0.029,15.820426,0.002782,1.219407,,,0.00769
Gaia EDR3 5522407071612525568,263.8380473059,-1.4865008332,130.54034251307,-44.61411904285,0.4567,0.0957,-4.464,0.101,3.881,0.113,18.074968,0.003153,1.539618,,,0.028105
Gaia EDR3 5522407101668471168,264.0451937293,-1.4943629576,130.71107033029,-44.78209195151,0.2917,0.0838,-4.679,0.085,3.98,0.091,17.901155,0.002961,2.113323,,,0.031893
Gaia EDR3 5522407105968588672,264.045814901,-1.4988164933,130.70667066103,-44.78532737342,0.5072,0.1353,-4.224,0.13,3.05,0.166,18.445253,0.003292,1.710907,,,0.064143
Gaia EDR3 5522407307826959104,264.0218419536,-1.4678289,130.72020697141,-44.74735126305,0.298,0.1053,-4.345,0.101,3.101,0.133,18.199507,0.003047,1.99288,,,0.034203
Gaia EDR3 5522407342186724608,264.0227657105,-1.4477677334,130.74323676021,-44.73570115515,0.489,0.0179,-5.427,0.018,3.786,0.02,14.807049,0.002764,1.002629,,,0.006986
Gaia EDR3 5522407376546407680,264.0223474041,-1.493820556,130.69183303718,-44.76377827864,0.2861,0.1124,-4.688,0.109,3.801,0.138,18.230042,0.0031,2.134781,,,0.03899
Gaia EDR3 5522407415209868160,264.0078327721,-1.4787900958,130.69589785878,-44.7430873375,0.277,0.0779,-3.511,0.078,3.699,0.086,17.693047,0.002948,1.744654,,,0.022521
Gaia EDR3 5522407445265923328,263.9990439764,-1.4904525023,130.67534377539,-44.74335995318,0.491,0.0963,-4.407,0.099,3.139,0.104,17.991295,0.003039,1.861286,,,0.031358
Gaia EDR3 5522407479625672576,264.0021732838,-1.4760920499,130.6939769662,-44.73696963286,0.3991,0.1385,-3.703,0.127,3.099,0.172,18.428755,0.003586,3.543257,,,0.092324
Gaia EDR3 5522407479625674624,263.9983544454,-1.4799017379,130.68644101451,-44.73631295163,0.3906,0.1511,-4.133,0.141,3.398,0.184,18.73456,0.003327,1.800837,,,0.0587
Gaia EDR3 5522407651424109952,264.0258638661,-1.4424182401,130.75185300265,-44.73483703084,0.454,0.0126,-3.758,0.013,2.634,0.015,11.919254,0.002772,2.679491,31.08,0.7,0.006955
Gaia EDR3 5522407754505963392,264.0144547869,-1.4248347762,130.76141727205,-44.71501060841,0.5232,0.0736,-5.162,0.081,3.454,0.08,17.602762,0.002929,1.573027,,,0.025082
Gaia EDR3 5522407793167011968,264.024627848,-1.4164145184,130.77957446783,-44.71781322615,0.4947,0.0619,-4.461,0.068,3.024,0.066,17.37255,0.002904,1.602524,,,0.020202
Gaia EDR3 5522407827526520192,264.0074277945,-1.3888525059,130.7951375902,-44.68726872944,0.3083,0.0675,-3.842,0.07,3.662,0.07,17.513342,0.002889,2.073252,,,0.025474
Gaia EDR3 5522407861886488320,264.0110090556,-1.4117237556,130.77293913289,-44.70420712782,0.3553,0.1688,-4.115,0.177,2.262,0.189,17.306797,0.004013,1.673592,,,0.015894
Gaia EDR3 5522407999328181632,263.9789625716,-1.437620943,130.71645697186,-44.69497874554,0.4767,0.068,-4.139,0.073,2.032,0.074,17.4437,0.002901,1.573813,,,0.01773
Gaia EDR3 5522408102404423040,263.9885118261,-1.3892914566,130.77822957625,-44.67266533903,0.474,0.0159,-4.071,0.017,3.051,0.018,14.425178,0.002762,1.111136,,,0.006907
Gaia EDR3 5522408132460837888,263.9698040051,-1.3987301573,130.75155522989,-44.66377804035,0.3439,0.1482,-4.187,0.139,3.668,0.175,18.587534,0.003334,3.088358,,,0.078452
Gaia EDR3 5522408166822850176,263.96738199,-1.3900292023,130.75907892036,-44.65650269957,0.297,0.1575,-4.18,0.152,3.63,0.191,18.577301,0.003289,1.97085,,,0.058349
Gaia EDR3 5522408205483835648,263.9899564963,-1.4960670432,130.6612361854,-44.73966680246,0.5601,0.0637,-4.515,0.063,3.465,0.079,17.408625,0.00288,1.607271,,,0.018475
Gaia EDR3 5522408205483839744,263.9931115234,-1.490604615,130.67002869553,-44.73878386063,0.4382,0.0411,-3.984,0.042,3.589,0.044,16.510149,0.002817,1.668788,,,0.01036
Gaia EDR3 5522408269899691392,263.9677098756,-1.4911090498,130.64744265307,-44.71909672221,0.2874,0.1064,-3.503,0.099,3.633,0.134,18.154076,0.003093,1.772047,,,0.031155
Gaia EDR3 5522408274203367296,263.9675785425,-1.4866344933,130.65228835593,-44.71623616785,0.2955,0.0393,-4.073,0.038,3.703,0.044,16.285679,0.002797,1.607881,,,0.010036
Gaia EDR3 5522408372978946304,263.9732887847,-1.4447225787,130.70367203692,-44.69489407141,0.4832,0.0827,-4.529,0.085,2.908,0.095,17.787937,0.003008,1.713047,,,0.023154
Gaia EDR3 5522408411642310272,263.9588229059,-1.4541081552,130.68073507015,-44.68929609131,0.4045,0.0239,-4.037,0.025,2.013,0.027,15.42615,0.002779,1.42714,,,0.007557
Gaia EDR3 5522408544777644800,263.9385732534,-1.48834738,130.62525597514,-44.69445220339,0.4058,0.0768,-4.556,0.076,2.987,0.081,17.674358,0.002981,1.762329,,,0.028107
Gaia EDR3 5522408617800740352,263.9427225276,-1.4534093967,130.66755487505,-44.67619178117,0.511,0.0142,-4.273,0.014,3.072,0.016,14.054353,0.002761,1.021672,,,0.006716
Gaia EDR3 5522408716575993856,263.9246824667,-1.4384985057,130.6684347916,-44.65279991126,0.6451,0.0166,-3.435,0.018,2.828,0.019,12.189379,0.002762,2.012842,38.2,1.15,0.006723
Gaia EDR3 5522408823959167104,263.9617537546,-1.4379203424,130.70120128319,-44.68162163272,0.4296,0.0148,-3.733,0.015,3.679,0.017,14.039858,0.002762,1.175719,,,0.006831
Gaia EDR3 5522408854015369728,263.9462200501,-1.4101589898,130.71845995758,-44.65227580924,0.2557,0.1056,-3.561,0.102,2.067,0.118,18.047901,0.003132,2.775913,,,0.065407
Gaia EDR3 5522408892678398720,263.9608856897,-1.4061925248,130.73556409225,-44.6613673441,0.4374,0.051,-4.466,0.054,3.786,0.053,16.610851,0.002865,1.674572,,,0.012192
Gaia EDR3 5522408922737094912,263.9649900766,-1.3910935917,130.755826808,-44.65527829352,0.3547,0.1125,-3.808,0.108,3.848,0.135,18.185041,0.003043,1.933279,,,0.036291
Gaia EDR3 5522409094533537536,263.9320139367,-1.43064321,130.68348074021,-44.65372845838,0.2612,0.1751,-4.41,0.175,3.232,0.216,18.833157,0.003467,1.920399,,,0.063034
Gaia EDR3 5522409094533539456,263.9327507084,-1.4287866489,130.68617388729,-44.6531637249,0.3149,0.0686,-3.617,0.074,3.888,0.074,17.424994,0.002911,1.706963,,,0.022767
Gaia EDR3 5522409266332323968,263.914188375,-1.3794785235,130.72463274045,-44.60814629851,0.3175,0.1546,-4.308,0.167,3.164,0.193,18.675436,0.00338,1.873709,,,0.058672
Gaia EDR3 5522409609931864576,263.9814157546,-1.3660543688,130.79776784668,-44.65273626215,0.5979,0.177,-3.436,0.18,3.326,0.199,18.883469,0.003506,2.435356,,,0.098805
Gaia EDR3 5522409751671866240,263.9658761593,-1.331328607,130.82265782087,-44.61906829956,0.6346,0.0385,-4.38,0.042,2.057,0.043,16.340826,0.002806,1.283138,,,0.008831
Gaia EDR3 5522410159687723776,263.9608952322,-1.2976767667,130.85549545949,-44.59435623269,0.4159,0.0853,-5.195,0.087,3.687,0.098,17.638752,0.002932,2.007221,,,0.03327
Gaia EDR3 5522410297126690048,263.959773118,-1.2738373997,130.88082977285,-44.57873480953,0.2648,0.1685,-4.929,0.159,3.623,0.222,18.850119,0.003437,1.758797,,,0.051297
Gaia EDR3 5522410331486431616,263.9498480148,-1.2912851542,130.8529636645,-44.58172372075,0.2392,0.1016,-4.246,0.101,3.975,0.116,18.092903,0.003049,2.282021,,,0.047979
Gaia EDR3 5522410473226361216,263.9355420663,-1.3754329077,130.74760951509,-44.62244919918,0.3762,0.0483,-4.209,0.05,2.588,0.053,16.80918,0.00283,1.448366,,,0.010827
Gaia EDR3 5522410503285092992,263.9361879291,-1.3552301633,130.77049916263,-44.61048706156,0.6706,0.1232,-3.955,0.123,3.065,0.144,18.398699,0.003168,1.738768,,,0.038919
Gaia EDR3 5522410507581361152,263.9412450371,-1.3610099525,130.76849625673,-44.61803246509,0.3512,0.1709,-3.897,0.172,3.663,0.185,18.769278,0.005588,2.526838,,,0.11409
Gaia EDR3 5522410748104260096,263.9043842692,-1.3659260191,130.73111957835,-44.59207139591,0.4163,0.0137,-4.136,0.014,3.032,0.015,13.915191,0.002763,1.227473,,,0.006768
Gaia EDR3 5522410816823744128,263.9160017887,-1.3439987675,130.76541162465,-44.58767750569,0.6108,0.0849,-3.481,0.091,2.361,0.088,17.863258,0.002991,1.64267,,,0.036725
Gaia EDR3 5522410915601988864,263.9011367166,-1.3278119934,130.77040897512,-44.56599362401,0.4102,0.0457,-4.781,0.049,3.967,0.046,16.605396,0.002811,1.452187,,,0.011573
Gaia EDR3 5522410949961712640,263.941217771,-1.3090697784,130.82584595777,-44.58593197258,0.3158,0.132,-3.759,0.133,3.075,0.153,18.53403,0.003364,2.586248,,,0.082753
Gaia EDR3 5522410954265599104,263.937002648,-1.3155478581,130.81503805297,-44.58662089457,0.4402,0.1017,-4.037,0.106,3.516,0.112,18.076853,0.003047,2.104431,,,0.030099
Gaia EDR3 5522411121760448000,263.917946805,-1.2670437455,130.85203783754,-44.54166887378,0.2875,0.1022,-3.801,0.102,3.035,0.113,17.971926,0.003416,2.524227,,,0.035639
Gaia EDR3 5522411156120172032,263.9139445943,-1.2883273806,130.82508995231,-44.55167703041,0.2944,0.1718,-3.795,0.172,3.713,0.191,18.942919,0.003516,2.348101,,,0.090612
Gaia EDR3 5522411194780871168,263.9030718505,-1.2610076264,130.84579874959,-44.52624773198,0.3039,0.0852,-3.608,0.089,3.221,0.093,17.71306,0.003025,2.46773,,,0.043431
Gaia EDR3 5522411224839647104,263.9039995433,-1.3054862085,130.7975356737,-44.55445866027,0.6899,0.1121,-3.542,0.114,3.728,0.128,18.211332,0.003091,1.901583,,,0.033109
Gaia EDR3 5522411366579561088,263.8958863315,-1.280791052,130.81775346656,-44.53282520789,0.3877,0.0573,-3.968,0.058,3.561,0.06,17.01694,0.002844,1.741392,,,0.01527
Gaia EDR3 5522411538378506368,263.9191378936,-1.4683531816,130.63057588852,-44.66683081179,0.4627,0.0267,-4.392,0.027,2.969,0.029,15.630051,0.00278,1.220777,,,0.007822
Gaia EDR3 5522411572738249344,263.9100188232,-1.4800816093,130.60968952063,-44.66687279661,0.2741,0.0553,-4.034,0.055,3.768,0.059,17.071302,0.00286,2.855431,,,0.021473
Gaia EDR3 5522411607097982592,263.9072658235,-1.4660818647,130.62281332708,-44.65608242554,0.5566,0.0133,-4.681,0.014,2.032,0.015,13.846825,0.002799,1.240075,,,0.007783
Gaia EDR3 5522411710177195008,263.9043924161,-1.455838425,130.63166910984,-44.64750978789,0.4971,0.0129,-4.33,0.015,2.965,0.014,13.751015,0.002761,0.982873,,,0.006684
Gaia EDR3 5522411710177195136,263.9099684407,-1.4560615716,130.63624904342,-44.65203810587,0.5227,0.0095,-4.406,0.01,3.081,0.011,12.363434,0.00276,0.921763,,,0.006634
Gaia EDR3 5522411744536657920,263.9000621087,-1.4445760367,130.64038908311,-44.63716148724,0.3883,0.0879,-3.434,0.088,2.606,0.091,17.401741,0.005702,2.696169,,,0.086021
Gaia EDR3 5522411774593111936,263.9032634018,-1.48765091,130.59545684645,-44.66621248377,0.6022,0.1467,-3.798,0.137,2.865,0.177,18.622444,0.003378,1.739305,,,0.042766
Gaia EDR3 5522411877672389632,263.8855578893,-1.4612718286,130.60935419383,-44.63602325691,0.5381,0.0988,-4.229,0.098,2.907,0.115,18.059034,0.003091,1.603388,,,0.027414
Gaia EDR3 5522411916335343232,263.8854459117,-1.4430869966,130.62938815881,-44.62473469498,0.4279,0.1702,-3.618,0.164,2.639,0.211,18.791407,0.003417,2.162624,,,0.064876
Gaia EDR3 5522411946391879680,263.89219681,-1.4395780162,130.63911365197,-44.62788893867,0.2496,0.1039,-4.39,0.103,3.931,0.121,18.078148,0.003123,2.339626,,,0.043043
Gaia EDR3 5522411950695085312,263.8914352813,-1.4354712391,130.64299960291,-44.62475902011,0.4034,0.029,-3.631,0.031,3.677,0.033,15.819551,0.002781,1.463197,,,0.008455
Gaia EDR3 5522411980751630080,263.8749379615,-1.4545996952,130.60755435045,-44.62354982232,0.5738,0.1704,-4.556,0.171,3.831,0.213,18.759254,0.003378,2.109281,,,0.053332
Gaia EDR3 5522412053774310528,263.9051749148,-1.4177841818,130.67446390888,-44.62467541848,0.5375,0.0158,-4.38,0.017,3.052,0.018,11.143325,0.002779,2.501399,24.32,0.3,0.006734
Gaia EDR3 5522412118190586112,263.8928321859,-1.4273268356,130.65322091487,-44.62084034138,0.4917,0.0839,-4.483,0.086,3.074,0.099,17.821682,0.003035,1.724924,,,0.025612
Gaia EDR3 5522412255629593216,263.888931617,-1.39103319,130.68998673471,-44.59539773428,0.6201,0.1721,-4.467,0.173,3.195,0.207,18.914532,0.003518,1.981304,,,0.049327
Gaia EDR3 5522412328652205696,263.8777839868,-1.4165538133,130.65211671367,-44.60235388779,0.3793,0.0511,-4.824,0.058,3.981,0.057,16.787542,0.002829,1.529277,,,0.01423
Gaia EDR3 5522412534810635008,263.860058292,-1.3891421509,130.6670923434,-44.57150490667,0.4913,0.0652,-4.821,0.069,3.79,0.077,17.284765,0.002884,1.640274,,,0.014788
Gaia EDR3 5522412569170374144,263.8557759038,-1.3756760458,130.67827091366,-44.55983285805,0.4749,0.0388,-4.247,0.04,3.82,0.04,16.220392,0.002803,1.535354,,,0.009921
Gaia EDR3 5522412569170376832,263.8649003929,-1.3816395359,130.6795738227,-44.5706914792,0.4109,0.1368,-4.626,0.131,2.902,0.168,18.417786,0.003292,1.914297,,,0.036302
Gaia EDR3 5522412702306166912,263.8505056661,-1.4660589061,130.57374356721,-44.61135777563,0.3764,0.086,-3.465,0.091,3.903,0.09,17.849401,0.003028,1.59119,,,0.024407
Gaia EDR3 5522412702306170240,263.8540762351,-1.4585180172,130.58517795575,-44.60952907943,0.5697,0.105,-4.348,0.106,3.093,0.123,18.04612,0.003128,1.716595,,,0.043479
Gaia EDR3 5522412805385419136,263.8444627028,-1.4453159415,130.59148015313,-44.59382810756,0.5092,0.1099,-4.018,0.115,2.145,0.122,18.069218,0.003074,2.187428,,,0.033241
Gaia EDR3 5522412809688525312,263.845109859,-1.4424124603,130.59525238855,-44.59255028221,0.3371,0.029,-5.389,0.034,3.242,0.031,15.655636,0.002799,2.526339,,,0.00965
Gaia EDR3 5522412908464606336,263.8460009068,-1.4666940239,130.56914716822,-44.60819935568,0.5638,0.1011,-4.628,0.105,3.513,0.123,18.095205,0.003071,1.634945,,,0.050227
Gaia EDR3 5522412912767738112,263.8422628504,-1.4522379015,130.58191859807,-44.59635635908,0.6489,0.0341,-4.739,0.035,2.891,0.035,16.011108,0.002791,1.292656,,,0.008826
Gaia EDR3 5522412942828455552,263.8261196466,-1.4652229474,130.55359876643,-44.59162813313,0.5903,0.0976,-5.301,0.104,3.312,0.115,18.039133,0.003035,1.697264,,,0.02819
Gaia EDR3 5522413015846950144,263.8354317949,-1.4510028032,130.57738257942,-44.59021428627,0.3371,0.0914,-4.319,0.104,3.971,0.096,17.927258,0.003044,1.963858,,,0.031491
Gaia EDR3 5522413045903628544,263.8356969736,-1.4297256305,130.60115332617,-44.57732400102,0.5373,0.1043,-4.658,0.115,3.776,0.122,18.058586,0.003057,2.065565,,,0.037643
Gaia EDR3 5522413153285918976,263.8626034103,-1.4244036636,130.63030157786,-44.59523728339,0.2912,0.0526,-3.882,0.061,2.384,0.057,15.953183,0.002909,1.500541,,,0.009639
Gaia EDR3 5522413389501118080,263.8246138772,-1.3708349524,130.65667565843,-44.53231780189,0.6665,0.1528,-4.138,0.153,3.263,0.176,18.462475,0.003392,2.192377,,,0.053774
Gaia EDR3 5522413462523554560,263.8264122218,-1.4049932934,130.62048024529,-44.55477963278,0.4218,0.0619,-4.287,0.069,3.162,0.07,17.291698,0.002888,1.696697,,,0.01735
Gaia EDR3 5522413733098387072,263.8958929126,-1.3489865437,130.74248114686,-44.57493874974,0.3169,0.0839,-5.214,0.089,3.969,0.085,17.746206,0.00299,2.515062,,,0.03472
Gaia EDR3 5522413840475795840,263.8821646208,-1.3327172834,130.74856107952,-44.55409917464,0.6397,0.0802,-4.372,0.089,3.924,0.085,16.744461,0.003206,1.533781,,,0.016986
Gaia EDR3 5522413840475798784,263.882551534,-1.3320660427,130.74961518258,-44.55400160009,0.6543,0.1877,-3.823,0.204,2.46,0.195,18.951721,0.003561,1.842672,,,0.114168
Gaia EDR3 5522413870541398784,263.8875881379,-1.3163414566,130.77133683112,-44.54825659016,0.3627,0.0858,-3.563,0.09,3.897,0.085,17.746971,0.002987,1.575535,,,0.062434
Gaia EDR3 5522413909200184192,263.8709864222,-1.3387076699,130.73226926464,-44.54900211862,0.3185,0.1128,-5.068,0.117,3.264,0.122,18.032564,0.003094,2.57493,,,0.072461
Gaia EDR3 5522413977919657856,263.8710667455,-1.35952994,130.70934045441,-44.56191061861,0.7262,0.042,-4.529,0.045,2.611,0.046,16.338945,0.002836,1.283546,,,0.009164
Gaia EDR3 5522414046639126912,263.850872716,-1.3541992693,130.69775653233,-44.54273135453,0.2722,0.0614,-4.568,0.067,3.928,0.066,17.171732,0.002891,2.105133,,,0.017393
Gaia EDR3 5522414184078081280,263.839716354,-1.3298199136,130.71502606098,-44.51891562932,0.2434,0.0298,-3.706,0.032,3.057,0.032,15.666716,0.002814,2.598515,,,0.008977
Gaia EDR3 5522414287152467712,263.8804559534,-1.2991767835,130.78410322778,-44.53204952016,0.384,0.0519,-3.938,0.056,2.539,0.054,16.957273,0.002839,1.499964,,,0.015239
Gaia EDR3 5522414420295369600,263.8705061936,-1.2691746436,130.80857953593,-44.50569613114,0.5263,0.0402,-4.418,0.041,3.904,0.044,16.26607,0.00282,1.4634,,,0.009019
Gaia EDR3 5522414454661120896,263.8541460546,-1.2774630486,130.78527610061,-44.49795190046,0.2389,0.0886,-3.875,0.089,3.255,0.099,17.717325,0.002933,1.982614,,,0.024046
Gaia EDR3 5522414527675472896,263.847944557,-1.3075991597,130.74666743613,-44.51167878876,0.7332,0.0236,-5.061,0.026,3.101,0.024,15.297014,0.002773,1.22927,,,0.007186
Gaia EDR3 5522414562035213056,263.8473179537,-1.2930757496,130.76214781827,-44.50222158757,0.5291,0.0358,-5.398,0.038,3.436,0.038,16.131159,0.002793,1.514533,,,0.009969
Gaia EDR3 5522414729533044736,263.8328541956,-1.2784722649,130.76573938076,-44.48183059175,0.3158,0.1746,-3.81,0.157,2.936,0.184,18.747448,0.003559,2.722723,,,0.067108
Gaia EDR3 5522414768193642880,263.8267672569,-1.2550582416,130.78628384874,-44.46258679221,0.4712,0.03,-3.884,0.031,2.525,0.033,15.813396,0.002783,1.32728,,,0.010075
Gaia EDR3 5522414832610155776,263.8333906075,-1.3399129353,130.69841326054,-44.52016289469,0.425,0.1275,-4.059,0.13,2.426,0.155,18.284704,0.003206,1.852776,,,0.038761
Gaia EDR3 5522415043071532160,263.8119859803,-1.3112979711,130.7114894234,-44.48567010316,0.2629,0.0536,-3.496,0.056,3.44,0.056,16.967466,0.00285,1.804407,,,0.013597
Gaia EDR3 5522415451085589120,263.8065324597,-1.2836754221,130.73724095686,-44.4643374014,0.6375,0.05,-5.012,0.051,2.534,0.055,16.790632,0.002836,1.419867,,,0.014492
Gaia EDR3 5522415627187076736,263.7890543378,-1.3014059419,130.70258480712,-44.46152337254,0.2829,0.0425,-4.07,0.044,2.987,0.045,16.497269,0.00282,1.963041,,,0.013364
Gaia EDR3 5522415627187079936,263.7943598795,-1.2976959839,130.71126030188,-44.46341014509,0.4051,0.0569,-3.464,0.059,3.964,0.056,16.657518,0.002921,2.090288,,,0.04486
